mapping_id,registry,source_snapshot,source_section,source_group,source_field,source_label,source_type,source_required,target_domain,target_entity,target_attribute,mapping_action,review_status
MAP-00169,HF,index (8).html,In-Hospital Admission,Percutaneous,Valve_Percutaneous,Percutaneous Procedure,select,No,Procedure,procedure,valve_percutaneous,Refactor,Procedure review
MAP-00170,HF,index (8).html,In-Hospital Admission,Percutaneous,Valve_MVClip,MV Clip,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00171,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Valve_MVClip_Date,MV Clip Date,date,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00172,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Valve_TVClip,TV Clip,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00173,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Valve_TVClip_Date,TV Clip Date,date,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00174,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Valve_TAVI,TAVI,select,No,Procedure,procedure,valve_tavi,Refactor,Procedure review
MAP-00175,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Valve_TAVI_Date,TAVI Date,date,No,Procedure,procedure,valve_tavi_date,Refactor,Procedure review
MAP-00176,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Valve_Percutaneous_Other,Other Percutaneous Procedures,text,No,Procedure,procedure,valve_percutaneous_other,Refactor,Procedure review
MAP-00177,HF,index (8).html,In-Hospital Admission,Legacy hidden Valve_Surgery / Valve_Surgery_Date kept for backward compat (auto-derived),Valve_Surgery_Visible,Other Percutaneous Procedures,hidden,No,Procedure,procedure,valve_surgery_visible,Refactor,Procedure review
MAP-00178,HF,index (8).html,In-Hospital Admission,Legacy hidden Valve_Surgery / Valve_Surgery_Date kept for backward compat (auto-derived),valveSurgeryDateWrap,Other Percutaneous Procedures,hidden,No,Diagnostic study,imaging_measurement,valvesurgerydatewrap,Refactor,Imaging review
MAP-00179,HF,index (8).html,In-Hospital Admission,Legacy hidden Valve_Surgery / Valve_Surgery_Date kept for backward compat (auto-derived),Valve_Surgery_Date,Other Percutaneous Procedures,hidden,No,Procedure,procedure,valve_surgery_date,Refactor,Procedure review
MAP-00180,HF,index (8).html,In-Hospital Admission,Legacy hidden Valve_Surgery / Valve_Surgery_Date kept for backward compat (auto-derived),Thyroid_Dz,Thyroid Disease,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00181,HF,index (8).html,In-Hospital Admission,Legacy hidden Valve_Surgery / Valve_Surgery_Date kept for backward compat (auto-derived),FH_Cardio,Family History (Cardio),select,No,Condition,condition,fh_cardio,Refactor,Terminology review
MAP-00182,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Genetics,Genetics,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00183,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Genetics_Type,Type of Gene,text,No,Module extension,form_response,genetics_type,Refactor,Domain review
MAP-00184,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Comorbid_Others,Other Past History / Comorbidities,text,No,Condition,condition,comorbid_others,Refactor,Terminology review
MAP-00185,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,FH_Genetics,Other Past History / Comorbidities,hidden,No,Condition,condition,fh_genetics,Refactor,Terminology review
MAP-00186,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_HbA1c,HbA1c (%),text,No,Laboratory,lab_result,lab_hba1c,Refactor,Unit/code review
MAP-00187,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Gluc,Fasting Glucose (mmol/L),text,No,Laboratory,lab_result,lab_gluc,Refactor,Unit/code review
MAP-00188,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Urea,Urea Adm (mmol/L),text,No,Laboratory,lab_result,lab_urea,Refactor,Unit/code review
MAP-00189,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Creat,Creatinine Adm (µmol/L),text,No,Laboratory,lab_result,lab_creat,Refactor,Unit/code review
MAP-00190,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_eGFR,eGFR Adm Auto,text,No,Laboratory,lab_result,lab_egfr,Refactor,Unit/code review
MAP-00191,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Na,Na Adm (mmol/L),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00192,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_K,K Adm (mmol/L),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00193,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Urea_Disch,Urea Disch (mmol/L),text,No,Laboratory,lab_result,lab_urea_disch,Refactor,Unit/code review
MAP-00194,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Creat_Disch,Creatinine Disch (µmol/L),text,No,Laboratory,lab_result,lab_creat_disch,Refactor,Unit/code review
MAP-00195,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_eGFR_Disch,eGFR Disch Auto,text,No,Laboratory,lab_result,lab_egfr_disch,Refactor,Unit/code review
MAP-00196,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Na_Disch,Na Disch (mmol/L),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00197,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_K_Disch,K Disch (mmol/L),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00198,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_BNP,NT-proBNP Adm (pg/mL),text,No,Laboratory,lab_result,lab_bnp,Refactor,Unit/code review
MAP-00199,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_BNP_Disch,NT-proBNP Disch (pg/mL),text,No,Laboratory,lab_result,lab_bnp_disch,Refactor,Unit/code review
MAP-00200,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_BNP_only,BNP Adm (pg/mL),text,No,Laboratory,lab_result,lab_bnp_only,Refactor,Unit/code review
MAP-00201,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_BNP_only_Disch,BNP Disch (pg/mL),text,No,Laboratory,lab_result,lab_bnp_only_disch,Refactor,Unit/code review
MAP-00202,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Iron,Serum Iron (µmol/L),text,No,Laboratory,lab_result,lab_iron,Refactor,Unit/code review
MAP-00203,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Ferritin,Ferritin (µg/L),text,No,Laboratory,lab_result,lab_ferritin,Refactor,Unit/code review
MAP-00204,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_TrSats,Transferrin Sat. / TSAT (%),text,No,Episode,care_episode,lab_trsats,Refactor,Mapped shared core
MAP-00205,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Hb,Hb Adm (g/dL),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00206,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Hb_Disch,Hb Disch (g/dL),text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00207,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_WBC,WBC (×10⁹/L),text,No,Laboratory,lab_result,lab_wbc,Refactor,Unit/code review
MAP-00208,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Plt,Platelets (×10⁹/L),text,No,Laboratory,lab_result,lab_plt,Refactor,Unit/code review
MAP-00209,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_TSH,TSH (mIU/L),text,No,Laboratory,lab_result,lab_tsh,Refactor,Unit/code review
MAP-00210,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_FreeT4,Free T4 (pmol/L),text,No,Laboratory,lab_result,lab_freet4,Refactor,Unit/code review
MAP-00211,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_TotalChol,Total Chol.,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00212,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_LDL,LDL,text,No,Laboratory,lab_result,lab_ldl,Refactor,Unit/code review
MAP-00213,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_HDL,HDL,text,No,Laboratory,lab_result,lab_hdl,Refactor,Unit/code review
MAP-00214,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_TG,Triglycerides,text,No,Laboratory,lab_result,lab_tg,Refactor,Unit/code review
MAP-00215,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_AlbCreat,Albumin/Creatinine Ratio (mg/g),text,No,Laboratory,lab_result,lab_albcreat,Refactor,Unit/code review
MAP-00216,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Lab_Others,Other Labs,text,No,Module extension,form_response,lab_others,Refactor,Domain review
MAP-00217,HF,index (8).html,In-Hospital Admission,Hidden mirror fields for backward compatibility with existing functions,Lab_UreaCreat,Other Labs,text,No,Module extension,form_response,lab_ureacreat,Refactor,Domain review
MAP-00218,HF,index (8).html,In-Hospital Admission,Hidden mirror fields for backward compatibility with existing functions,Lab_NaK,Other Labs,text,No,Module extension,form_response,lab_nak,Refactor,Domain review
MAP-00219,HF,index (8).html,In-Hospital Admission,Hidden mirror fields for backward compatibility with existing functions,Lab_IronFerritin,Other Labs,text,No,Laboratory,lab_result,lab_ironferritin,Refactor,Unit/code review
MAP-00220,HF,index (8).html,In-Hospital Admission,Hidden mirror fields for backward compatibility with existing functions,Lab_CBC,Other Labs,text,No,Module extension,form_response,lab_cbc,Refactor,Domain review
MAP-00221,HF,index (8).html,In-Hospital Admission,Hidden mirror fields for backward compatibility with existing functions,Lab_Thyroid,Other Labs,text,No,Module extension,form_response,lab_thyroid,Refactor,Domain review
MAP-00222,HF,index (8).html,In-Hospital Admission,Hidden mirror fields for backward compatibility with existing functions,Lab_Lipids,Other Labs,text,No,Module extension,form_response,lab_lipids,Refactor,Domain review
MAP-00223,HF,index (8).html,In-Hospital Admission,CARDIOVERSION BLOCK,Cardioversion,Cardioversion,select,No,Procedure,procedure,cardioversion,Refactor,Procedure review
MAP-00224,HF,index (8).html,In-Hospital Admission,CARDIOVERSION BLOCK,Cardioversion_Type,Cardioversion Type,select,No,Procedure,procedure,cardioversion_type,Refactor,Procedure review
MAP-00225,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Cardioversion_Notes,Cardioversion Notes (optional),text,No,Procedure,procedure,cardioversion_notes,Refactor,Procedure review
MAP-00226,HF,index (8).html,In-Hospital Admission,INOTROPES BLOCK,Inotropes_Used,Inotropes Used?,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00227,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Inotropes_Selected,Select Inotrope(s) (multi-select — tap to toggle),hidden,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00228,HF,index (8).html,In-Hospital Admission,HEMODYNAMIC SUPPORT BLOCK,Hemo_Support,Haemodynamic Support?,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00229,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Hemo_Support_Type,Hemo Support Type,hidden,No,Module extension,form_response,hemo_support_type,Refactor,Domain review
MAP-00230,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Med_Others,Other Medications,text,No,Medication,medication_statement,med_others,Refactor,Medication review
MAP-00231,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Complications,Complications,hidden,No,Safety event,complication,complications,Refactor,Endpoint review
MAP-00232,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Bleeding_Transfusion,Blood Transfusion Given?,select,No,Safety event,complication,bleeding_transfusion,Refactor,Endpoint review
MAP-00233,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Bleeding_Units,Units Transfused,text,No,Safety event,complication,bleeding_units,Refactor,Endpoint review
MAP-00234,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Bleeding_Source,Source of Bleeding,select,No,Safety event,complication,bleeding_source,Refactor,Endpoint review
MAP-00235,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Bleeding_Site,Bleeding Source Details / Notes,text,No,Safety event,complication,bleeding_site,Refactor,Endpoint review
MAP-00236,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Complications_Other,Other Complications / Notes,text,No,Safety event,complication,complications_other,Refactor,Endpoint review
MAP-00237,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Quad_GDMT,Quadruple GDMT?,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00238,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Max_GDMT,On Maximum GDMT Doses?,select,No,Medication,medication_statement,max_gdmt,Refactor,Medication review
MAP-00239,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Recovered_LV,Recovered LV?,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00240,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Recovered_LV_Type,Recovery Type,select,No,Module extension,form_response,recovered_lv_type,Refactor,Domain review
MAP-00241,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Mortality,Mortality,select,No,Outcome,clinical_event,mortality,Refactor,Endpoint review
MAP-00242,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,LostFU,Lost to Follow-up,select,No,Follow-up,followup_task,lostfu,Refactor,Protocol review
MAP-00243,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,LostFU_Reason,Reason,select,No,Follow-up,followup_task,lostfu_reason,Refactor,Protocol review
MAP-00244,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,LostFU_Other,Specify (Others),text,No,Follow-up,followup_task,lostfu_other,Refactor,Protocol review
MAP-00245,HF,index (8).html,In-Hospital Admission,DISCHARGE & TRANSFER — kept with outcomes where disposition belongs,Discharge_Home,Discharged Home,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00246,HF,index (8).html,In-Hospital Admission,DISCHARGE & TRANSFER — kept with outcomes where disposition belongs,Transfer_Other,Transfer to Other Hospital,select,No,Episode,care_episode,transfer_other,Refactor,Mapped shared core
MAP-00247,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Transfer_Hospital_Name,"If Yes, Specify Hospital",text,No,Episode,care_episode,transfer_hospital_name,Refactor,Mapped shared core
MAP-00248,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Discharge_Other,Other Discharge Destination / Details,text,No,Module extension,form_response,discharge_other,Refactor,Domain review
MAP-00249,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Discharge_Status,Status on Discharge,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00250,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Discharge_OPD_Appt,OPD Appointment on Discharge,date,No,Follow-up,followup_task,discharge_opd_appt,Refactor,Protocol review
MAP-00251,HF,index (8).html,In-Hospital Admission,Legacy fields retained invisibly so older exports remain compatible.,Discharge_Walking,OPD Appointment on Discharge,hidden,No,Follow-up,followup_task,discharge_walking,Refactor,Protocol review
MAP-00252,HF,index (8).html,In-Hospital Admission,Legacy fields retained invisibly so older exports remain compatible.,Discharge_Wheelchair,OPD Appointment on Discharge,hidden,No,Follow-up,followup_task,discharge_wheelchair,Refactor,Protocol review
MAP-00253,HF,index (8).html,In-Hospital Admission,Legacy fields retained invisibly so older exports remain compatible.,Discharge_Stretcher,OPD Appointment on Discharge,hidden,No,Follow-up,followup_task,discharge_stretcher,Refactor,Protocol review
MAP-00254,HF,index (8).html,In-Hospital Admission,ADVANCED HF — Strong HF + Therapy choices,Advanced_HF_Outcome,Advanced HF?,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00255,HF,index (8).html,In-Hospital Admission,ADVANCED HF — Strong HF + Therapy choices,Strong_HF,Strong HF eligible?,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00256,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Adv_HF_Therapy,Advanced HF Therapy?,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-00257,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Adv_HF_Therapy_Type,Adv HF Therapy Type,hidden,No,Module extension,form_response,adv_hf_therapy_type,Refactor,Domain review
MAP-00258,HF,index (8).html,In-Hospital Admission,In-Hospital Admission,Referral,Referral,hidden,No,Registry metadata,form_response,value,Refactor,Domain review
